Name                   ;Cns  ;RA          De       ;Wv   ;Type ;   Diam ;  Dist;    Age;Aliases                                                ;Notes
Terzan 5               ;Sgr  ;17 48 05.0 -24 46 48 ;Op   ;GC   ;    8.40;  6900;   9.80;Terzan 11                                              ;
Camargo 459            ;Sgr  ;17 48 10.0 -27 43 30 ;IR   ;OC   ;    1.50;      ;       ;Bica 23                                                ;
Bica 9                 ;Sgr  ;17 48 10.0 -28 56 52 ;IR   ;OC   ;    2.00;  8500;       ;                                                       ;In LMR 2, dust emission
LMR 8                  ;Sgr  ;17 48 20.0 -27 43 41 ;IR   ;OB   ;    2.70; 12000;       ;                                                       ;
Bica 21                ;Sgr  ;17 48 34.0 -28 02 32 ;IR   ;OC?  ;    0.80;      ;       ;                                                       ;
Camargo 466            ;Sgr  ;17 48 35.0 -26 30 02 ;IR   ;OC?  ;    7.00;      ;       ;                                                       ;
LMR 7                  ;Sgr  ;17 48 39.0 -28 00 30 ;IR   ;OC   ;    3.10;      ;       ;                                                       ;
Camargo 462            ;Sgr  ;17 48 41.0 -27 26 02 ;IR   ;OC?  ;    5.00;      ;       ;                                                       ;
DB 26                  ;Sgr  ;17 48 42.0 -28 01 42 ;IR   ;OC   ;    0.70;  5900;   6.00;                                                       ;
LMR 2                  ;Sgr  ;17 48 51.0 -28 56 51 ;IR   ;OB   ;   21.00;  8500;       ;                                                       ;
DB 38                  ;Sgr  ;17 48 59.0 -26 21 10 ;IR   ;OC?  ;    0.80;      ;       ;                                                       ;
ESO 455-44             ;Sgr  ;17 49 06.0 -28 45 20 ;Op   ;OC   ;    5.00;      ;       ;                                                       ;Dust window?
VVV-CL 149             ;Sgr  ;17 49 22.0 -29 27 56 ;IR   ;OC?  ;    0.33;      ;       ;                                                       ;
Ryu 542                ;Sgr  ;17 49 29.6 -28 51 25 ;IR   ;OC?  ;    2.00;      ;       ;                                                       ;
LMR 9                  ;Sgr  ;17 50 02.0 -26 52 24 ;IR   ;OC   ;    3.60;  9000;       ;                                                       ;
Camargo 1097           ;Sgr  ;17 50 02.0 -29 33 29 ;IR   ;OC?  ;    7.00;      ;       ;                                                       ;
DB 7                   ;Sgr  ;17 50 06.0 -28 53 13 ;IR   ;OC?  ;    0.80;      ;       ;                                                       ;
DB 3                   ;Sgr  ;17 50 12.0 -29 12 18 ;IR   ;OC?  ;    0.80;      ;       ;                                                       ;
DB 12                  ;Sgr  ;17 50 16.0 -28 51 42 ;IR   ;OC?  ;    0.80;      ;       ;                                                       ;
DB 10                  ;Sgr  ;17 50 18.0 -28 53 40 ;IR   ;OC?  ;    0.60;      ;       ;                                                       ;
DB 11                  ;Sgr  ;17 50 24.0 -28 53 06 ;IR   ;OC?  ;    1.00;      ;       ;                                                       ;
Sgr OB5                ;Sgr  ;17 50 27.0 -29 31 30 ;Op   ;OB   ;  324.00;  2400;       ;Ass-1                                                  ;Large multicenter association
DB 57                  ;Sgr  ;17 50 27.0 -29 45 24 ;IR   ;OC?  ;    0.70;      ;       ;                                                       ;
VVV-CL 150             ;Sgr  ;17 50 41.0 -25 13 06 ;IR   ;GC?  ;    0.70;  7000;       ;                                                       ;Old open cluster or young globular cluster
DB 42                  ;Sgr  ;17 50 43.0 -26 17 29 ;IR   ;OC?  ;    0.80;      ;       ;                                                       ;
Spitzer J1750-2639     ;Sgr  ;17 50 45.8 -26 39 51 ;IR   ;OC?  ;    2.10;      ;       ;                                                       ;
DB 31                  ;Sgr  ;17 50 50.0 -27 47 07 ;IR   ;OC?  ;    0.80;      ;       ;                                                       ;
LMR 11                 ;Sgr  ;17 51 04.0 -26 37 26 ;IR   ;OC   ;    2.40;  8500;       ;                                                       ;
DB 34                  ;Sgr  ;17 51 08.0 -27 08 51 ;IR   ;OC?  ;    0.80;      ;       ;                                                       ;
Ryu 617                ;Sgr  ;17 51 10.7 -20 27 46 ;IR   ;OC?  ;    2.00;      ;       ;                                                       ;
Russeil 3              ;Sgr  ;17 51 12.3 -26 37 43 ;IR   ;SFR  ;    1.20; 14300;       ;                                                       ;
VVV-CL 151             ;Sgr  ;17 51 17.0 -29 39 04 ;IR   ;OC?  ;    0.50;      ;       ;                                                       ;Prominent OC
Spitzer J1751-2633     ;Sgr  ;17 51 20.6 -26 33 58 ;IR   ;OC?  ;    0.80;      ;       ;                                                       ;
LMR 10                 ;Sgr  ;17 51 37.0 -26 47 55 ;IR   ;OC   ;    1.70;  8500;       ;                                                       ;
TC 1751-2702           ;Sgr  ;17 51 52.0 -27 02 36 ;Op   ;OC?  ;   31.00;      ;       ;                                                       ;
DB 43                  ;Sgr  ;17 52 07.0 -26 28 18 ;IR   ;OC?  ;    1.10;      ;       ;                                                       ;
Ruprecht 133           ;Sgr  ;17 52 23.8 -28 39 07 ;Op   ;OCR? ;   16.80;  5246;   8.00;                                                       ;Very sparse
LMR 12                 ;Sgr  ;17 52 25.0 -26 29 47 ;IR   ;OC   ;    5.10; 12000;       ;                                                       ;
Ruprecht 134           ;Sgr  ;17 52 44.2 -29 32 13 ;Op   ;OC   ;    6.60;  2380;   7.88;BH 252                                                 ;
Ruprecht 168           ;Sgr  ;17 52 47.0 -28 26 05 ;Op   ;OC   ;    3.00;  2626;       ;                                                       ;
NGC 6465               ;Sgr  ;17 52 55.0 -25 23 55 ;Op   ;OCR  ;    1.20;      ;       ;ESO 521-2                                              ;
DB 41                  ;Sgr  ;17 53 03.0 -26 39 26 ;IR   ;OC?  ;    0.60;      ;       ;                                                       ;
VVV-CL 152             ;Sgr  ;17 53 08.0 -22 38 41 ;IR   ;OC?  ;    0.33;      ;       ;                                                       ;
Alessi J1753-2729      ;Sgr  ;17 53 12.0 -27 29 00 ;Op   ;OC?  ;    1.50;      ;       ;                                                       ;
DB 40                  ;Sgr  ;17 53 16.0 -26 46 52 ;IR   ;OC?  ;    0.60;      ;       ;                                                       ;
LMR 13                 ;Sgr  ;17 53 26.0 -26 07 45 ;IR   ;OB   ;    7.20;  7300;       ;                                                       ;
DB 28                  ;Sgr  ;17 53 26.9 -28 19 12 ;IR   ;OC   ;    7.80;  7575;   8.40;                                                       ;
VVV-CL 153             ;Sgr  ;17 53 32.0 -25 22 56 ;IR   ;OC?  ;    0.50;      ;       ;                                                       ;Prominent bright cluster
G3CC 50                ;Sgr  ;17 53 34.5 -25 19 57 ;IR   ;OC   ;    0.93;  3540;       ;                                                       ;
Camargo 467            ;Sgr  ;17 53 41.0 -26 06 12 ;IR   ;OC?  ;    1.50;      ;       ;                                                       ;
MQI Cl 1.5             ;Sgr  ;17 53 45.1 -28 11 08 ;IR   ;OC?  ;    1.20;      ;       ;                                                       ;
DB 27                  ;Sgr  ;17 54 12.0 -28 41 53 ;IR   ;OC?  ;    1.60;      ;       ;                                                       ;
Bica 28                ;Sgr  ;17 54 16.0 -25 46 40 ;IR   ;OC?  ;    1.50;      ;       ;                                                       ;
TC 1754-2525           ;Sgr  ;17 54 18.0 -25 25 07 ;Op   ;OC?  ;    3.50;      ;       ;                                                       ;
Camargo 469            ;Sgr  ;17 54 20.0 -25 49 29 ;IR   ;OC?  ;    1.00;      ;       ;                                                       ;Bright red star in center, dust window?
BDSB 104               ;Sgr  ;17 54 25.0 -25 51 36 ;IR   ;OC?  ;    1.10;      ;       ;                                                       ;
UKS 1                  ;Sgr  ;17 54 27.2 -24 08 43 ;Op   ;GC   ;    2.00; 12310;  10.10;UKS 1751-24.1                                          ;
VVV-CL 1               ;Sgr  ;17 54 42.5 -24 00 53 ;IR   ;GC   ;    0.50; 15900;  10.10;                                                       ;Dist very uncertain. Adopted same dist as UKS 1 in Minniti et al. (2011)
LMR 15                 ;Sgr  ;17 54 43.0 -25 27 20 ;IR   ;OB   ;   12.00;  6900;       ;                                                       ;
Camargo 468            ;Sgr  ;17 54 43.0 -26 09 49 ;IR   ;OC?  ;    5.00;      ;       ;                                                       ;
Iss 895                ;Sgr  ;17 54 49.2 -22 21 40 ;Op   ;OC?  ;    1.00;      ;       ;                                                       ;
DB 39                  ;Sgr  ;17 55 03.0 -27 08 42 ;IR   ;OC?  ;    0.70;      ;       ;                                                       ;
VVV-CL 154             ;Sgr  ;17 55 08.0 -28 06 01 ;IR   ;GC?  ;    0.33;      ;       ;                                                       ;Old open Cl or GC?
LMR 16                 ;Sgr  ;17 55 17.0 -25 06 28 ;IR   ;OB   ;    4.60;  6700;       ;                                                       ;Includes dust emission nebula
DB 13                  ;Sgr  ;17 55 19.4 -29 23 17 ;IR   ;OC   ;   11.40;  1698;   6.90;                                                       ;
DB 24                  ;Sgr  ;17 55 24.5 -29 02 42 ;IR   ;OC   ;    8.40;  2295;   8.90;                                                       ;
Camargo 460            ;Sgr  ;17 56 14.0 -28 33 33 ;IR   ;OC?  ;    7.00;      ;       ;                                                       ;
DB 9                   ;Sgr  ;17 56 38.0 -29 43 06 ;IR   ;OC?  ;    0.80;      ;       ;                                                       ;
DB 30                  ;Sgr  ;17 56 56.4 -28 37 30 ;IR   ;OC   ;    9.20;  7061;   8.49;                                                       ;
NGC 6494               ;Sgr  ;17 56 56.9 -18 59 13 ;Op   ;OC   ;   35.00;   723;   8.68;M 23                                                   ;
Ryu 569                ;Sgr  ;17 57 09.0 -25 29 57 ;Op   ;OC?  ;   17.00;      ;       ;                                                       ;
LMR 18                 ;Sgr  ;17 57 33.0 -24 17 36 ;IR   ;OB   ;    9.00;  8500;       ;                                                       ;
G3CC 51                ;Sgr  ;17 57 33.9 -23 58 05 ;IR   ;OC   ;    1.10;  1910;       ;                                                       ;
Camargo 472            ;Sgr  ;17 57 37.0 -23 40 03 ;IR   ;OC?  ;    7.00;      ;       ;                                                       ;Impressive
VVVX CL 61             ;Sgr  ;17 57 43.4 -18 32 32 ;IR   ;OC   ;    1.00;      ;       ;                                                       ;Grp of stars in Interstellar matter: [GMG2004] 85
Ryu 10                 ;Sgr  ;17 57 47.2 -18 31 57 ;Op   ;OC   ;    4.60;   500;   6.60;                                                       ;From arXiv:1803.08234v1
LMR 20                 ;Sgr  ;17 58 28.0 -23 25 18 ;IR   ;OB   ;   47.00;  8450;       ;                                                       ;
DB 48                  ;Sgr  ;17 58 30.0 -26 10 04 ;IR   ;OC?  ;    1.00;      ;       ;                                                       ;
Camargo 471            ;Sgr  ;17 58 34.0 -24 18 36 ;IR   ;OC?  ;    6.00;      ;       ;                                                       ;Core, impressive
DB 49                  ;Sgr  ;17 58 34.0 -26 06 55 ;IR   ;OC   ;    0.80;  2500;       ;                                                       ;
LMR 17                 ;Sgr  ;17 58 35.0 -24 36 56 ;IR   ;OC   ;    1.60;  6300;       ;                                                       ;
ESO 456-29             ;Sgr  ;17 58 40.1 -32 00 36 ;Op   ;OC   ;   10.20;  3007;   9.20;                                                       ;
DB 25                  ;Sgr  ;17 58 55.0 -29 23 40 ;IR   ;OC?  ;    0.70;      ;       ;                                                       ;
LMR 19                 ;Sgr  ;17 59 05.0 -24 20 31 ;IR   ;OC   ;    2.30;  8450;       ;                                                       ;Deeply embedded
Camargo 461            ;Sgr  ;17 59 06.0 -28 49 08 ;IR   ;OC?  ;    2.00;      ;       ;                                                       ;Incl bright dusty star
Ruprecht 136           ;Sgr  ;17 59 17.8 -24 42 36 ;Op   ;OC   ;   13.80;  4513;   8.40;                                                       ;
DB 47                  ;Sgr  ;17 59 18.0 -26 17 19 ;IR   ;OC?  ;    0.70;      ;       ;                                                       ;
Ruprecht 169           ;Sgr  ;17 59 22.0 -24 47 05 ;Op   ;OC   ;    4.00;  1390;       ;                                                       ;
DB 32                  ;Sgr  ;17 59 35.0 -28 33 19 ;IR   ;OC?  ;    0.90;      ;       ;                                                       ;
LMR 22                 ;Sgr  ;17 59 53.0 -22 02 15 ;IR   ;OB   ;   15.00;  8400;       ;                                                       ;
Ryu 594                ;Sgr  ;18 00 05.0 -24 18 05 ;Op   ;OC?  ;    7.00;      ;       ;                                                       ;
Russeil 11             ;Sgr  ;18 00 15.7 -23 28 57 ;IR   ;SFR  ;    0.80;  2500;       ;Urq G6.38-0.04                                         ;Also d= 14300
Ryu 190                ;Sgr  ;18 00 24.5 -18 51 03 ;IR   ;OC?  ;    6.40;      ;       ;                                                       ;
VVVX CL 63             ;Sgr  ;18 00 34.6 -18 45 17 ;IR   ;OC   ;    1.00;      ;       ;                                                       ;Grp in HII region: MSX6C G010.5067+02.2285
BDSB 108               ;Sgr  ;18 00 43.0 -24 04 55 ;IR   ;OC   ;    0.45;  1280;       ;                                                       ;
Camargo 475            ;Sgr  ;18 00 49.0 -23 20 22 ;IR   ;OC?  ;    4.00;      ;       ;                                                       ;Deeply embedded
Ryu 597                ;Sgr  ;18 00 53.0 -24 10 00 ;IR   ;OC?  ;    1.80;      ;       ;                                                       ;
Ryu 596                ;Sgr  ;18 00 53.3 -24 13 01 ;IR   ;OC?  ;    1.80;      ;       ;                                                       ;
VVV-CL 155             ;Sgr  ;18 01 00.0 -23 46 12 ;IR   ;OC?  ;    0.25;      ;       ;                                                       ;Concentrated. Coordinates a bit off
Ryu 201                ;Sgr  ;18 01 10.2 -17 19 44 ;Op   ;OC?  ;   15.00;      ;       ;                                                       ;
DMH 1                  ;Sgr  ;18 01 24.8 -22 54 36 ;Op   ;OC?  ;    0.70; 11370;       ;                                                       ;Related to 2 Cepheids
Ryu 670                ;Sgr  ;18 01 27.8 -17 56 48 ;Op   ;OC?  ;    1.80;      ;       ;                                                       ;
Bica 640               ;Sgr  ;18 01 36.0 -26 50 04 ;IR   ;GC?  ;    0.90;      ;       ;Terzan 9B                                              ;Binary with Terzan 9?
ESO 456-38             ;Sgr  ;18 01 49.0 -27 49 01 ;Op   ;GC   ;   10.20;  6305;  10.10;Djorgovski 2                                           ;
Bica 30                ;Sgr  ;18 01 56.0 -23 55 48 ;IR   ;OC?  ;    1.70;      ;       ;                                                       ;
BDSB 110               ;Sgr  ;18 02 05.0 -21 48 12 ;IR   ;OC?  ;    1.20;      ;       ;                                                       ;
IRAS 17591-2228        ;Sgr  ;18 02 13.2 -22 27 59 ;IR   ;SFR  ;    0.90; 20400;       ;G007.47+00.05, Camargo 476                             ;Dist based on VLBI parallax
Trifid B               ;Sgr  ;18 02 23.1 -23 01 50 ;IR   ;OC   ;    0.18;  2700;   6.28;                                                       ;
Camargo 477            ;Sgr  ;18 02 27.0 -22 10 08 ;IR   ;OC?  ;    7.00;      ;       ;                                                       ;Extended core
NGC 6514               ;Sgr  ;18 02 34.8 -22 59 42 ;Op   ;OC   ;   31.80;  1093;   7.37;M 20, Trifid neb Cl, Sgr I, Sgr T1                     ;
Trifid D               ;Sgr  ;18 02 39.7 -22 49 18 ;IR   ;OC   ;    1.10;  2700;   6.28;                                                       ;
Alessi J1802-2922      ;Sgr  ;18 02 47.0 -29 22 00 ;Op   ;OC?  ;   30.00;      ;       ;                                                       ;
Teutsch 72             ;Sgr  ;18 02 50.0 -22 49 00 ;Op   ;OC   ;    3.00;  2700;       ;                                                       ;
Ryu 168                ;Sgr  ;18 02 57.8 -26 04 02 ;Op   ;GC?  ;    1.70;      ;       ;                                                       ;Alessi: GC? very dense and rich!
DOA 2                  ;Sgr  ;18 03 01.0 -21 46 23 ;IR   ;OC   ;    1.00;      ;       ;                                                       ;In G8.14+0.23
LMR 23                 ;Sgr  ;18 03 01.0 -21 48 11 ;IR   ;OC   ;    3.00;  8400;       ;DOA 1, Ryu 622                                         ;In G8.14+0.23, bipolar nebula
Sgr OB1 C              ;Sgr  ;18 03 18.0 -22 42 00 ;Op   ;OB   ;   60.00;  1440;       ;                                                       ;
DOZ 2                  ;Sgr  ;18 03 23.0 -21 45 00 ;IR   ;OC   ;    1.90;      ;       ;                                                       ;Includes YSO distribution
Teutsch 14 A           ;Sgr  ;18 03 29.5 -22 07 12 ;Op   ;OC   ;    5.40;  2691;   8.00;                                                       ;
Teutsch 14 B           ;Sgr  ;18 03 32.1 -22 08 17 ;Op   ;OC?  ;    0.50;  1720;       ;Teutsch J1803-2207 B                                   ;
Iss 773                ;Sgr  ;18 03 35.2 -20 51 02 ;Op   ;OC?  ;    3.70;      ;       ;                                                       ;
BDSB 1                 ;Sgr  ;18 03 41.0 -24 22 40 ;IR   ;OC   ;    1.80;  1300;   6.18;Hourglass Nebula Cl, Lagoon B                          ;
Lagoon Nebula Assoc    ;Sgr  ;18 03 43.0 -24 22 23 ;Op   ;OB   ;   50.00;  1300;       ;Sgr OB1A, Russeil 9                                    ;In Sgr OB1, Lagoon Nebula
NGC 6531               ;Sgr  ;18 04 08.6 -22 30 18 ;Op   ;OC   ;   14.20;  1209;   7.05;M 21                                                   ;
NGC 6523               ;Sgr  ;18 04 30.0 -24 21 36 ;Op   ;OC   ;   24.00;  1365;   6.67;M 8, Lagoon Neb Cl, Sgr II, Sgr T2, NGC 6530, NGC 6533 ;
TWMM 1                 ;Sgr  ;18 04 30.0 -24 28 47 ;IR   ;OC   ;    0.70;      ;       ;                                                       ;Incl M8 SE3, IRAS 18014-2428
WLF 1                  ;Sgr  ;18 04 53.0 -24 26 41 ;IR   ;OC   ;    1.00;      ;       ;                                                       ;Incl M 8E, in Lagoon Nebula
LMR 24                 ;Sgr  ;18 04 55.0 -21 58 42 ;IR   ;OB   ;   22.00;  8400;       ;                                                       ;
Spitzer J1804-2203     ;Sgr  ;18 04 55.5 -22 03 21 ;IR   ;OC?  ;    0.90;      ;       ;                                                       ;
Camargo 1104           ;Sgr  ;18 05 14.2 -24 58 46 ;IR   ;GC?  ;    1.50;  5400;       ;                                                       ;Dubious, not a GC (arXiv:1904.10872v1)
G3CC 54                ;Sgr  ;18 05 31.3 -20 53 21 ;IR   ;OC?  ;    0.70;      ;       ;                                                       ;
VVV-CL 158             ;Sgr  ;18 05 34.0 -21 52 58 ;IR   ;OC?  ;    0.42;      ;       ;                                                       ;Nebulosity, close to bubbles, embedded dark nebula around
Ryu 628                ;Sgr  ;18 05 34.3 -21 45 17 ;IR   ;OC?  ;    2.80;      ;       ;                                                       ;
NGC 6540               ;Sgr  ;18 06 08.6 -27 45 00 ;Op   ;GC   ;   15.00;  5301;  10.10;Djorgovski 3                                           ;
SHU 1                  ;Sgr  ;18 06 14.0 -20 31 44 ;IR   ;OC   ;    1.00;      ;       ;G009.617+0.197                                         ;In Majaess 187
Majaess 187            ;Sgr  ;18 06 14.0 -20 31 50 ;IR   ;OC?  ;   10.00;      ;       ;                                                       ;
LMR 26                 ;Sgr  ;18 06 19.0 -20 30 36 ;IR   ;OB   ;    3.10;  6350;       ;                                                       ;In Majaess 187
FSR 31                 ;Sgr  ;18 06 29.0 -21 22 48 ;Op   ;OCR? ;   16.80;  1468;   8.55;SAI 125, Kernya 52                                     ;
Camargo 1103           ;Sgr  ;18 06 31.3 -25 09 42 ;IR   ;GC?  ;    1.50;  5000;       ;                                                       ;Dubious, not a GC (arXiv:1904.10872v1)
LMR 21                 ;Sgr  ;18 06 36.0 -24 00 53 ;IR   ;OB   ;   60.00;  6350;       ;                                                       ;
VVV-CL 160             ;Sgr  ;18 06 57.0 -20 00 40 ;IR   ;OC?  ;    0.42;      ;       ;                                                       ;Old open cluster
G3CC 53                ;Sgr  ;18 06 59.3 -21 54 55 ;IR   ;OC   ;    2.10;  1510;       ;                                                       ;
FSR 39                 ;Sgr  ;18 07 02.9 -19 54 36 ;Op   ;OC   ;   16.80;  2940;   6.00;                                                       ;
Aladin J1807-2126      ;Sgr  ;18 07 11.3 -21 26 38 ;Op   ;OC?  ;    5.00;      ;       ;                                                       ;
Majaess 188            ;Sgr  ;18 07 20.0 -21 52 35 ;IR   ;OC?  ;    5.00;      ;       ;                                                       ;
VVVX CL 66             ;Sgr  ;18 07 25.6 -20 01 41 ;IR   ;OC   ;    1.20;      ;       ;                                                       ;
NGC 6546               ;Sgr  ;18 07 30.0 -23 19 30 ;Op   ;OC   ;   24.60;   938;   8.72;                                                       ;
VVV-CL 161             ;Sgr  ;18 07 40.0 -26 11 51 ;Op   ;OC?  ;    1.30;      ;       ;                                                       ;
Iss 781                ;Sgr  ;18 07 41.0 -20 45 44 ;Op   ;OC?  ;    4.60;      ;       ;                                                       ;
Majaess 189            ;Sgr  ;18 08 18.0 -20 16 03 ;IR   ;OC?  ;   12.00;      ;       ;                                                       ;
Majaess 190            ;Sgr  ;18 08 20.0 -22 04 32 ;IR   ;OC?  ;    4.00;      ;       ;                                                       ;
2MASS-GC 1             ;Sgr  ;18 08 21.8 -19 49 47 ;IR   ;GC   ;    3.30;  3080;  10.10;Hurt 1                                                 ;
Ryu 675                ;Sgr  ;18 08 23.3 -18 17 47 ;IR   ;OC?  ;    3.40;      ;       ;                                                       ;
LMR 32                 ;Sgr  ;18 08 32.0 -18 08 32 ;IR   ;OB   ;    9.00;  8350;       ;                                                       ;
RM 3                   ;Sgr  ;18 08 36.8 -19 53 11 ;IR   ;OC   ;    3.30;  6100;       ;                                                       ;
TEB 1                  ;Sgr  ;18 08 38.0 -19 52 09 ;IR   ;OC   ;    1.70;      ;       ;Majaess 191                                            ;In RM 3 complex
Lima 2                 ;Sgr  ;18 08 38.0 -19 53 57 ;IR   ;OC   ;    0.90;      ;       ;                                                       ;In RM 3 complex, in pair
SGR 1806-20 Cl         ;Sgr  ;18 08 39.0 -20 24 39 ;IR   ;OC   ;    0.80;  8860;   6.60;BDB 5                                                  ;
Lima 1                 ;Sgr  ;18 08 42.0 -19 53 43 ;IR   ;OC   ;    0.80;      ;       ;                                                       ;In RM 3 complex, in pair
RM 2                   ;Sgr  ;18 08 51.9 -20 06 15 ;IR   ;OC   ;    6.80; 15200;       ;                                                       ;
Russeil 22             ;Sgr  ;18 08 55.0 -18 14 05 ;IR   ;SFR  ;    1.00;  3400;       ;Urq N4 Bubble                                          ;Also d= 2800
NGC 6554               ;Sgr  ;18 08 55.2 -18 26 35 ;Op   ;OC   ;   26.40;  1775;   8.62;                                                       ;
BDSB 112               ;Sgr  ;18 08 56.0 -20 05 30 ;IR   ;OC   ;    1.40;  2770;       ;                                                       ;Same as DOG14 g1 ?
DOG14 g1               ;Sgr  ;18 08 58.0 -20 05 45 ;IR   ;OC   ;    1.70;  2200;   6.08;                                                       ;In Fig. 9 of Dewangan+, 2014. Assoc to CN 148, G10.30-0.15
BDSB 113               ;Sgr  ;18 09 01.7 -20 04 48 ;IR   ;OC   ;   13.20;  4644;   6.00;Majaess 192                                            ;
Majaess 193            ;Sgr  ;18 09 10.0 -19 28 38 ;IR   ;OC?  ;   20.00;      ;       ;                                                       ;
VVVX CL 67             ;Sgr  ;18 09 16.5 -20 18 43 ;IR   ;OC   ;    1.60;      ;       ;                                                       ;Young cluster part of W31?
ESO 521-38             ;Sgr  ;18 09 21.6 -24 31 48 ;Op   ;OC   ;   10.80;  1490;   8.10;                                                       ;
BDB 6                  ;Sgr  ;18 09 27.0 -20 19 30 ;IR   ;OC   ;    1.20;  2770;   5.78;W 31 Cl, G10.2-0.3 Cl                                  ;
LMR 29                 ;Sgr  ;18 09 30.0 -20 07 58 ;IR   ;OC   ;    2.00;  6100;       ;                                                       ;Dust clump at edge
RM 1                   ;Sgr  ;18 09 31.0 -20 20 23 ;IR   ;OC   ;    7.40; 14500;       ;                                                       ;
2MASS-GC 2             ;Sgr  ;18 09 31.2 -20 47 24 ;IR   ;GC   ;   12.60;  7436;  10.00;Hurt 2                                                 ;
Iss 900                ;Sgr  ;18 09 34.2 -24 31 36 ;Op   ;OC?  ;    1.30;      ;       ;                                                       ;Fine
VVVX CL 68             ;Sgr  ;18 09 37.3 -20 19 14 ;IR   ;OC   ;    0.70;      ;       ;                                                       ;Small Grp in Bubble [CWP2007] CN 145
Collinder 367          ;Sgr  ;18 09 37.7 -23 42 00 ;Op   ;OC   ;   37.80;  1170;   6.84;Sgr OB 1 B, Sgr III, Sgr T3                            ;
VVV-CL 162             ;Sgr  ;18 09 42.0 -21 46 56 ;IR   ;OC?  ;    0.33;      ;       ;                                                       ;
VVVX CL 69             ;Sgr  ;18 09 44.8 -20 20 11 ;IR   ;OC   ;    1.80;      ;       ;                                                       ;Grp in HII reg Lockman 10.190-00.426
Ryu 657                ;Sgr  ;18 09 55.9 -19 48 22 ;IR   ;OC   ;    0.80;      ;       ;VVVX CL 70                                             ;Grp in Bubble: [SPK2012] MWP1G010670-002100S
BDSB 2                 ;Sgr  ;18 09 57.0 -24 06 33 ;IR   ;OC?  ;    1.90;      ;       ;                                                       ;
Bica 642               ;Sgr  ;18 10 18.0 -20 45 40 ;IR   ;OC?  ;    0.90;      ;       ;                                                       ;
VVVX CL 71             ;Sgr  ;18 10 19.1 -19 54 10 ;IR   ;OC   ;    0.73;      ;       ;                                                       ;Small Grp in HII reg G010.630-00.338
G009.927-0.746         ;Sgr  ;18 10 24.0 -20 42 54 ;IR   ;OC?  ;    1.60;      ;       ;                                                       ;
Kronberger 49          ;Sgr  ;18 10 24.0 -23 20 25 ;Op   ;GC?  ;    0.20;  8000;  10.00;                                                       ;
Majaess 194            ;Sgr  ;18 10 26.0 -19 57 02 ;IR   ;OC   ;    2.00;      ;       ;Ryu 655, Bica 35                                       ;
BDB 7                  ;Sgr  ;18 10 29.0 -19 56 01 ;IR   ;OC   ;    0.88;  2770;       ;Kes 29 Cl, G10.6-0.4 Cl                                ;
VVVX CL 72             ;Sgr  ;18 10 42.8 -19 56 31 ;IR   ;OC   ;    0.47;      ;       ;                                                       ;Grp in HII region: HRDS G010.638-00.434
Ryu 687                ;Sgr  ;18 10 51.3 -17 55 50 ;IR   ;OC   ;    1.60;      ;       ;VVVX CL 73                                             ;Grp in HII region: GAL 012.42+00.50
MQI Cl 9.5             ;Sgr  ;18 10 54.3 -21 12 38 ;IR   ;OC?  ;    1.00;      ;       ;                                                       ;
BDSB 7                 ;Sgr  ;18 10 55.0 -17 41 25 ;IR   ;OC?  ;    1.90;      ;       ;                                                       ;
Ryu 636                ;Sgr  ;18 11 11.0 -21 37 53 ;IR   ;OC?  ;    4.00;      ;       ;                                                       ;
RM 4                   ;Sgr  ;18 11 11.4 -19 51 48 ;IR   ;OC   ;   11.70; 16700;       ;                                                       ;
Sgr OB6                ;Sgr  ;18 11 31.9 -16 00 00 ;Op   ;OB   ;   37.20;  1594;   7.50;Ass-69.1                                               ;
Ryu 664                ;Sgr  ;18 11 32.3 -19 30 37 ;IR   ;OC   ;    2.20;      ;       ;VVVX CL 74                                             ;Small Grp around YSO: IRAS 18085-1931
Ryu 203                ;Sgr  ;18 11 32.6 -17 33 19 ;IR   ;OC?  ;    4.00;      ;       ;                                                       ;
TC 1811-1851           ;Sgr  ;18 11 48.0 -18 51 06 ;Op   ;OC?  ;    4.00;      ;       ;                                                       ;
Bica 42                ;Sgr  ;18 11 51.0 -17 31 18 ;IR   ;OC   ;    0.80;      ;       ;                                                       ;In pair
VVVX CL 75             ;Sgr  ;18 11 53.2 -18 36 20 ;IR   ;OC   ;    0.33;      ;       ;                                                       ;Small Grp in HII region: [KC97c] G011.9+00.0
Bica 44                ;Sgr  ;18 11 55.0 -17 29 57 ;IR   ;OC   ;    0.70;      ;       ;                                                       ;In pair, bright * near edge
LMR 35                 ;Sgr  ;18 11 55.0 -17 37 26 ;IR   ;OB   ;    9.00;  7250;       ;                                                       ;
Ryu 694                ;Sgr  ;18 12 11.8 -17 42 07 ;IR   ;OC?  ;    2.80;      ;       ;                                                       ;
Terzan 11              ;Sgr  ;18 12 15.8 -22 43 59 ;Op   ;GC   ;   13.20;  4801;  10.10;Terzan 12                                              ;
LMR 33                 ;Sgr  ;18 12 29.0 -18 29 26 ;IR   ;OB   ;   15.00;  8300;       ;                                                       ;
Alessi 77              ;Sgr  ;18 13 01.0 -32 19 43 ;Op   ;OC?  ;   19.00;   909;       ;Alessi J1813-3214                                      ;
Polakis 1              ;Sgr  ;18 13 21.0 -18 47 24 ;Op   ;OC?  ;   24.00;  2222;       ;Renou 13                                               ;
